ID,Gender,Gender_Code,Age,Shool_Year,School_Year_Code,Transfer,Transfer_Code,Student_Athlete,Student_Athlete_Code,Wealth_SR, GPA ,ACT, Subjective_Well_Being , Positive_Affect , Negative_Affect , Relationship_Confidence , Exercise , Academic_Motivation_Intrinsic , Academic_Motivation_Extrinsic , Academic_Motivation_Amotivation , Intelligence_Value ,Raven_Score
21465285,Female,1,19,Sophomore,2,No,0,non-athlete,0,2, 2.3 ,21, 6.00 , 1.80 , 2.40 , 2.14 , 3.00 , 4.67 , 5.50 , 2.00 , 3.33 ,28.6%
21442497,Male,2,22,Senior,4,Yes,1,In season,1,2, 3.4 ,24, 4.75 , 4.50 , 2.00 , 4.00 ," 1,810.00 ", 4.83 , 5.00 , 1.50 , 3.33 ,25.0%
21364838,Female,1,19,Sophomore,2,No,0,In season,1,3, 4.0 ,36, 7.00 , 3.70 , 3.78 , 2.29 , 385.00 , 4.50 , 4.50 , 4.50 , 3.67 ,25.0%
21466407,Female,1,21,Senior,4,No,0,non-athlete,0,4, 3.9 ,23, 7.00 , 4.00 , 1.00 , 5.00 , 155.00 , 6.00 , 7.00 , 1.00 , 5.00 ,25.0%
21481320,Female,1,18,First-year,1,No,0,Out of season,1,3, 3.4 ,27, 4.25 , 3.00 , 2.10 , 3.29 , 152.00 , 3.00 , 6.00 , 1.00 , 3.67 ,25.0%
21466883,Male,2,21,Senior,4,No,0,non-athlete,0,3, 2.8 ,, 6.00 , 3.50 , 1.10 , 3.71 , 133.00 , 5.67 , 5.67 , 1.00 , 4.00 ,25.0%
21508085,Female,1,22,Senior,4,No,0,non-athlete,0,4, 2.8 ,22, 6.00 , 4.40 , 1.88 , 4.14 , 127.00 , 7.00 , 6.50 , 1.00 , 4.00 ,25.0%
21418645,Male,2,19,Sophomore,2,No,0,non-athlete,0,2, 3.3 ,22, 5.75 , 4.20 , 2.20 , 3.14 , 109.00 , 7.00 , 7.00 , 7.00 , 4.67 ,25.0%
21468829,Male,2,23,Senior,4,Yes,1,non-athlete,0,2, 2.7 ,18, 6.75 , 4.20 , 2.20 , 4.14 , 96.00 , 5.20 , 6.17 , 1.50 , 4.33 ,25.0%
21425259,Male,2,18,First-year,1,No,0,non-athlete,0,4, 3.2 ,27, 6.25 , 4.70 , 2.40 , 5.00 , 95.00 , 3.50 , 7.00 , 1.00 , 5.00 ,25.0%
21423130,Male,2,21,Senior,4,No,0,non-athlete,0,3, 2.7 ,21, 6.25 , 5.00 , 1.40 , 4.00 , 73.00 , 7.00 , 6.00 , 1.00 , 4.00 ,25.0%
21442079,Female,1,20,Sophomore,2,No,0,non-athlete,0,3, 3.5 ,23, 4.50 , 2.60 , 3.30 , 2.43 , 61.00 , 4.33 , 7.00 , 1.00 , 3.67 ,25.0%
21466442,Female,1,24,Post-bac,5,No,0,non-athlete,0,2, 3.9 ,, 4.75 , 3.70 , 2.40 , 2.71 , 59.00 , 4.00 , 5.00 , 1.50 , 3.67 ,25.0%
21427010,Male,2,26,Senior,4,No,0,non-athlete,0,5, 4.0 ,, 6.00 , 4.00 , 3.70 , 4.67 , 57.00 , 3.00 , 5.00 , 1.00 , 2.67 ,25.0%
21467475,Female,1,20,Junior,3,No,0,non-athlete,0,3, 4.0 ,31, 5.00 , 3.10 , 1.60 , 3.43 , 55.00 , 6.17 , 4.50 , 1.00 , 3.33 ,25.0%
21473301,Male,2,22,Senior,4,No,0,non-athlete,0,4, 3.0 ,19, 4.75 , 3.78 , 2.20 , 2.14 , 54.00 , 5.67 , 6.00 , 1.50 , 4.00 ,25.0%
21516638,Female,1,18,First-year,1,No,0,Out of season,1,4, 3.5 ,26, 5.00 , 3.40 , 1.70 , 3.43 , 48.00 , 3.83 , 5.83 , 1.00 , 4.00 ,25.0%
21468655,Female,1,20,Sophomore,2,No,0,non-athlete,0,1, 3.9 ,25, 3.75 , 2.00 , 2.00 , 2.00 , 41.00 , 4.00 , 4.00 , 4.00 , 3.00 ,25.0%
21478731,Female,1,19,Sophomore,2,No,0,Out of season,1,3, 3.5 ,27, 5.50 , 3.50 , 2.30 , 2.86 , 40.00 , 5.33 , 7.00 , 1.50 , 4.00 ,25.0%
21467305,Female,1,21,Junior,3,No,0,non-athlete,0,, 2.8 ,18, 5.75 , 4.20 , 1.70 , 4.00 , 39.00 , 7.00 , 6.83 , 1.00 , 3.67 ,25.0%
21473855,Female,1,19,First-year,1,No,0,non-athlete,0,3, 3.7 ,26, 4.25 , 3.80 , 1.20 , 3.71 , 39.00 , 7.00 , 4.83 , 1.00 , 3.67 ,25.0%
21478269,Male,2,22,Senior,4,Yes,1,non-athlete,0,2, 3.7 ,21, 5.00 , 4.60 , 2.30 , 4.71 , 38.00 , 5.33 , 6.17 , 2.00 , 4.00 ,25.0%
21466642,Female,1,19,Junior,3,No,0,non-athlete,0,2, 4.0 ,29, 7.00 , 4.30 , 2.60 , 4.29 , 37.00 , 4.00 , 5.33 , 1.00 , 3.33 ,25.0%
21422044,Female,1,18,First-year,1,No,0,non-athlete,0,2, 3.9 ,27, 3.50 , 2.30 , 2.70 , 4.29 , 34.00 , 5.17 , 5.83 , 2.50 , 3.67 ,25.0%
21422307,Male,2,19,Sophomore,2,No,0,non-athlete,0,2, 3.0 ,26, 5.50 , 3.20 , 1.70 , 2.57 , 9.00 , 5.50 , 7.00 , 3.00 , 4.00 ,25.0%
21469218,Female,1,19,Sophomore,2,No,0,non-athlete,0,3, 3.8 ,24, 7.00 , 3.50 , 2.40 , 4.86 , 7.00 , 7.00 , 7.00 , 1.00 , 4.33 ,25.0%
21467676,Female,1,18,First-year,1,No,0,non-athlete,0,3, 4.0 ,23, 6.25 , 4.50 , 1.80 , 4.29 , 7.00 , 7.00 , 6.67 , 1.00 , 4.00 ,25.0%
21466903,Female,1,30,Post-bac,5,No,0,non-athlete,0,3, 3.5 ,31, 5.50 , 3.20 , 2.40 , 4.00 , 5.00 , 5.50 , 4.17 , 2.00 , 2.67 ,25.0%
21452686,Female,1,24,Senior,4,Yes,1,non-athlete,0,3, 3.2 ,26, 6.75 , 4.10 , 2.60 , 4.17 , 3.00 , 5.83 , 6.00 , 1.00 , 3.67 ,25.0%
21467886,Female,1,22,Senior,4,Yes,1,non-athlete,0,2, 3.1 ,21, 3.50 , 2.50 , 2.40 , 2.86 , 3.00 , 4.83 , 7.00 , 1.50 , 3.33 ,25.0%
21441564,Female,1,19,Sophomore,2,No,0,non-athlete,0,3,,, 4.50 , 3.30 , 2.30 , 4.71 , 3.00 , 4.00 , 6.17 , 1.00 , 4.00 ,25.0%
21477686,Female,1,19,Junior,3,No,0,non-athlete,0,3, 3.3 ,25, 6.25 , 4.20 , 2.50 , 4.14 , 2.00 , 4.67 , 7.00 , 1.00 , 3.67 ,25.0%
21386273,Female,1,20,Sophomore,2,No,0,non-athlete,0,3, 3.0 ,21, 4.75 , 2.00 , 3.60 , 1.86 , 1.00 , 4.83 , 6.60 , 1.00 , 3.67 ,25.0%
21468134,Female,1,22,Senior,4,No,0,,,3, 3.5 ,25, 6.00 , 3.60 , 1.50 , 4.86 , -   , 6.50 , 7.00 , 1.00 , 3.67 ,25.0%
21468439,Female,1,22,Senior,4,No,0,non-athlete,0,3, 3.0 ,19, 4.00 , 4.40 , 3.50 , 4.00 , -   , 6.33 , 7.00 , 1.50 , 4.33 ,25.0%
21466714,Female,1,21,Senior,4,No,0,non-athlete,0,3, 3.9 ,28, 4.00 , 2.90 , 2.60 , 2.00 , -   , 3.67 , 5.33 , 2.00 , 3.33 ,25.0%
21422223,Female,1,20,Sophomore,2,No,0,non-athlete,0,1, 3.0 ,26, 5.00 , 4.10 , 2.50 , 5.00 , -   , 5.83 , 5.83 , 1.00 , 4.33 ,25.0%
21441810,Female,1,20,Sophomore,2,No,0,non-athlete,0,4, 3.5 ,23, 6.00 , 3.10 , 2.00 , 4.71 , -   , 5.17 , 4.17 , 1.00 , 3.00 ,25.0%
21456925,Male,2,20,Junior,3,No,0,non-athlete,0,3, 2.0 ,27, 6.50 , 3.00 , 1.20 , 5.00 , -   , 2.50 , 4.00 , 6.50 , 4.00 ,25.0%
21468449,Female,1,19,Sophomore,2,No,0,non-athlete,0,1, 3.6 ,18, 6.25 , 2.20 , 2.00 , 3.71 , -   , 5.17 , 5.67 , 1.00 , 4.67 ,25.0%
21449552,Female,1,18,First-year,1,No,0,non-athlete,0,3, 3.5 ,23, 4.50 , 3.20 , 2.40 , 3.29 , -   , 4.67 , 7.00 , 1.00 , 4.00 ,25.0%
21468530,Female,1,,First-year,1,No,0,non-athlete,0,1, 2.7 ,20, 5.00 , 2.70 , 2.00 , 4.57 , -   , 4.17 , 6.17 , 1.50 , 3.00 ,25.0%
21416887,Female,1,24,Post-bac,5,No,0,non-athlete,0,4, 3.5 ,, 4.00 , 3.30 , 2.70 , 3.00 ,, 4.83 , 4.83 , 4.50 , 3.33 ,25.0%
21467152,Female,1,21,Junior,3,No,0,non-athlete,0,4, 3.9 ,32, 5.50 , 3.00 , 2.20 , 4.00 ,, 4.67 , 6.83 , 1.50 , 3.67 ,25.0%
21424910,Male,2,23,Senior,4,Yes,1,non-athlete,0,3, 3.2 ,20, 5.75 , 3.40 , 1.90 , 3.86 , 2.00 , 3.33 , 5.17 , 6.00 , 3.67 ,16.7%
21446153,Female,1,21,Senior,4,No,0,non-athlete,0,3, 3.0 ,24, 2.75 , 3.20 , 3.33 , 2.71 , 95.00 , 5.67 , 6.50 , 1.00 , 4.00 ,14.3%
21475830,Male,2,19,First-year,1,No,0,non-athlete,0,2, 3.0 ,17, 2.25 , 3.00 , 3.10 , 3.43 , 37.00 , 4.67 , 5.50 , 2.50 , 5.00 ,14.3%
21422182,Female,1,20,Sophomore,2,No,0,non-athlete,0,5, 3.8 ,33, 6.75 , 5.00 , 1.50 , 4.71 , 259.00 , 7.00 , 7.00 , 1.00 , 3.67 ,12.5%
21442467,Male,2,23,Junior,3,No,0,non-athlete,0,3, 2.1 ,27, 3.67 , 3.70 , 2.30 , 5.00 , 217.00 , 6.33 , 6.00 , 4.50 , 5.00 ,12.5%
21412253,Female,1,20,Junior,3,No,0,non-athlete,0,3, 2.9 ,22, 3.50 , 3.60 , 1.40 , 3.86 , 171.00 , 4.83 , 7.00 , 1.50 , 4.00 ,12.5%
21470281,Female,1,39,Senior,4,Yes,1,non-athlete,0,3, 3.5 ,, 6.00 , 3.40 , 1.30 , 3.00 , 100.00 , 3.17 , 4.17 , 1.00 , 2.67 ,12.5%
21418655,Male,2,20,First-year,1,No,0,non-athlete,0,4, 2.6 ,20, 2.75 , 3.40 , 2.40 , 3.00 , 98.00 , 5.17 , 4.67 , 4.50 , 4.33 ,12.5%
21468831,Female,1,24,Senior,4,Yes,1,non-athlete,0,3, 3.9 ,23, 4.75 , 2.78 , 3.20 , 3.14 , 95.00 , 3.33 , 4.67 , 1.00 , 3.33 ,12.5%
21470452,Female,1,21,Junior,3,No,0,non-athlete,0,3, 2.5 ,16, 5.00 , 4.50 , 1.30 , 4.00 , 90.00 , 4.50 , 6.67 , 1.00 , 4.00 ,12.5%
21463316,Female,1,18,First-year,1,No,0,non-athlete,0,2, 3.0 ,17, 2.50 , 3.60 , 3.80 , 2.57 , 77.00 , 5.17 , 5.67 , 1.00 , 2.67 ,12.5%
21468409,Female,1,20,Sophomore,2,No,0,non-athlete,0,2, 3.5 ,25, 5.75 , 3.80 , 2.20 , 2.29 , 61.00 , 4.50 , 4.83 , 1.00 , 4.00 ,12.5%
21418434,Female,1,19,First-year,1,No,0,non-athlete,0,2, 3.9 ,22, 5.00 , 4.30 , 1.80 , 3.57 , 61.00 , 7.00 , 6.17 , 1.00 , 3.67 ,12.5%
21456384,Female,1,19,First-year,1,No,0,non-athlete,0,2, 3.8 ,29, 3.75 , 2.70 , 3.70 , 2.14 , 19.00 , 4.83 , 6.17 , 2.00 , 3.67 ,12.5%
21468922,Male,2,22,Senior,4,No,0,non-athlete,0,3, 2.6 ,19, 3.50 , 4.40 , 2.40 , 1.71 , 16.00 , 4.83 , 4.67 , 1.00 , 3.67 ,12.5%
21470645,Female,1,20,Junior,3,No,0,non-athlete,0,4, 3.4 ,22, 5.75 , 3.60 , 1.90 , 4.43 , 14.00 , 6.67 , 5.00 , 1.00 , 5.00 ,12.5%
21422497,Female,1,20,Sophomore,2,No,0,non-athlete,0,3, 3.5 ,23, 7.00 , 4.70 , 1.20 , 4.00 , 5.00 , 5.00 , 6.00 , 1.00 , 5.00 ,12.5%
21469070,Female,1,20,Sophomore,2,No,0,non-athlete,0,4, 2.4 ,20, 5.00 , 4.50 , 2.80 , 5.00 , 1.00 , 5.33 , 6.00 , 1.00 , 5.00 ,12.5%
21514807,Female,1,20,Sophomore,2,No,0,non-athlete,0,4, 3.2 ,15, 4.25 , 3.20 , 2.60 , 4.00 , 1.00 , 4.00 , 6.50 , 1.00 , 3.67 ,12.5%
21475652,Female,1,22,Junior,3,No,0,non-athlete,0,2, 2.5 ,20, 3.75 , 3.00 , 2.30 , 3.29 , -   , 5.83 , 6.00 , 1.00 , 3.67 ,12.5%
21481527,Female,1,22,Senior,4,No,0,non-athlete,0,3, 3.5 ,21, 4.75 , 2.40 , 2.30 , 4.29 , -   , 6.17 , 6.83 , 7.00 , 4.00 ,12.5%
21442024,Male,2,20,Junior,3,Yes,1,Out of season,1,3, 3.8 ,26, 5.75 , 3.30 , 1.30 , 4.57 , -   , 4.17 , 5.33 , 1.00 , 5.00 ,12.5%
21456383,Female,1,19,First-year,1,No,0,non-athlete,0,3, 3.8 ,21, 3.25 , 2.40 , 3.90 , 3.00 , -   , 2.50 , 7.00 , 5.50 , 3.33 ,12.5%
21484756,Female,1,22,Senior,4,No,0,non-athlete,0,2, 3.5 ,28, 4.75 , 2.70 , 2.20 , 4.00 ,, 4.83 , 5.83 , 3.00 , 3.33 ,12.5%
21481794,Male,2,21,Junior,3,No,0,non-athlete,0,3, 3.0 ,16, 5.25 , 2.70 , 1.70 , 2.57 ,, 6.00 , 6.50 , 3.00 , 4.33 ,12.5%
21449541,Male,2,18,First-year,1,No,0,non-athlete,0,4, 3.5 ,27, 4.50 , 3.80 , 3.20 , 3.83 , 219.00 , 4.50 , 4.17 , 5.00 , 4.33 ,0.0%
21481351,Female,1,22,Senior,4,No,0,non-athlete,0,2, 3.2 ,22, 5.75 , 1.90 , 1.80 , 4.57 , 77.00 , 6.50 , 6.50 , 1.00 , 3.33 ,0.0%
21469072,Female,1,22,Senior,4,No,0,non-athlete,0,3, 3.2 ,20, 4.00 , 3.20 , 2.30 , 3.00 , 50.00 , 5.33 , 6.17 , 1.00 , 2.67 ,0.0%
21442004,Female,1,20,Sophomore,2,No,0,non-athlete,0,1, 2.8 ,20, 3.75 , 2.90 , 2.70 , 2.71 , 48.00 , 4.33 , 5.50 , 1.00 , 3.00 ,0.0%
21474461,Female,1,20,Sophomore,2,No,0,non-athlete,0,1, 2.2 ,19, 3.75 , 2.40 , 1.40 , 4.43 , 37.00 , 4.67 , 4.83 , 1.00 , 3.33 ,0.0%
21449540,Female,1,19,First-year,1,No,0,non-athlete,0,3,,21, 6.50 , 3.00 , 2.20 , 4.57 , 37.00 , 5.17 , 6.83 , 5.00 , 4.67 ,0.0%
21468486,Female,1,,Junior,3,No,0,non-athlete,0,3, 3.1 ,20, 2.00 , 3.00 , 3.00 , 3.71 , 36.00 , 4.67 , 4.33 , 4.50 , 3.00 ,0.0%
21463597,Male,2,19,First-year,1,No,0,non-athlete,0,4, 0.8 ,19, 6.25 , 3.30 , 1.50 , 3.43 , 17.00 , 4.33 , 5.00 , 1.50 , 3.33 ,0.0%
21478782,Male,2,48,Post-bac,5,No,0,non-athlete,0,4, 3.9 ,, 5.75 , 3.40 , 3.00 , 5.00 , 2.00 , 4.83 , 6.50 , 1.50 , 5.00 ,0.0%
21468994,Female,1,19,Sophomore,2,No,0,non-athlete,0,4, 3.7 ,22, 5.25 , 3.50 , 3.20 , 4.29 , 1.00 , 6.00 , 6.67 , 3.00 , 3.00 ,0.0%
21494143,Male,2,21,Junior,3,Yes,1,non-athlete,0,3, 3.7 ,22, 6.25 , 3.40 , 1.10 , 4.57 , -   , 5.50 , 7.00 , 1.00 , 5.00 ,0.0%
21416524,Female,1,20,Sophomore,2,No,0,non-athlete,0,4, 2.5 ,20, 5.25 , 4.30 , 2.50 , 5.00 , -   , 4.00 , 4.00 , 4.00 , 5.00 ,0.0%
21421478,Male,2,19,First-year,1,No,0,non-athlete,0,3, 4.0 ,34, 6.00 , 3.70 , 1.40 , 4.14 , 125.00 , 3.83 , 6.33 , 1.00 , 3.00 ,
21484040,Female,1,19,First-year,1,No,0,non-athlete,0,3, 3.6 ,26, 3.75 , 3.80 , 3.30 , 4.00 , 101.00 ,,,,,
21418719,Female,1,19,First-year,1,No,0,non-athlete,0,3, 4.0 ,22, 6.00 , 3.50 , 3.60 , 3.14 , 93.00 ,,,,,
21421480,Male,2,26,Senior,4,No,0,non-athlete,0,5, 4.0 ,, 5.25 , 4.25 , 3.86 , 5.00 , 62.00 ,,,,,
21473407,Male,2,21,Junior,3,No,0,non-athlete,0,3, 3.5 ,28, 4.50 , 4.20 , 2.80 , 4.43 , 35.50 ,,,,,
21468552,Female,1,19,First-year,1,No,0,non-athlete,0,5, 1.5 ,28, 5.00 , 3.30 , 2.40 , 4.00 , 35.00 , 4.67 , 6.50 , 5.00 , 3.67 ,
21470491,Male,2,20,Junior,3,No,0,non-athlete,0,3, 3.5 ,27, 3.00 , 3.20 , 2.20 , 3.29 , 33.00 ,,,,,
21495072,Female,1,20,Sophomore,2,No,0,non-athlete,0,2, 3.5 ,30, 5.00 , 3.40 , 1.80 , 3.57 , 5.00 , 5.83 , 5.00 , 2.00 , 3.67 ,
21442048,Female,1,19,Sophomore,2,No,0,non-athlete,0,2, 2.7 ,20, 5.00 , 4.60 , 2.90 , 4.86 , 5.00 , 4.67 , 6.33 , 4.50 , 3.33 ,
21468187,Female,1,29,Post-bac,5,Yes,1,non-athlete,0,3, 3.8 ,19, 4.00 , 3.00 , 3.00 , 3.00 , 3.00 , 4.00 , 4.00 , 1.00 , 2.33 ,
21468412,Female,1,22,Junior,3,No,0,non-athlete,0,2, 3.0 ,19, 4.50 , 3.30 , 2.50 , 5.00 , 2.00 ,,,,,
21421751,Female,1,19,Sophomore,2,No,0,non-athlete,0,2, 3.2 ,25, 4.50 , 3.10 , 1.90 , 2.57 , 2.00 ,,,,,
21467054,Female,1,22,Senior,4,No,0,non-athlete,0,3, 3.4 ,26, 4.75 , 3.90 , 3.60 , 5.00 , -   , 2.83 , 6.83 , 2.00 , 4.00 ,
21470540,Female,1,28,Post-bac,5,No,0,non-athlete,0,3, 3.5 ,, 4.75 ,,,,,,,,,
21421721,Male,2,26,Senior,4,No,0,non-athlete,0,5, 4.0 ,, 7.00 ,,,,,,,,,
21467660,Female,1,26,Post-bac,5,No,0,non-athlete,0,3, 3.9 ,, 6.00 ,,,,,,,,,
21466864,Female,1,22,Senior,4,No,0,In season,1,1, 3.0 ,23, 3.75 ,,,,,,,,,
21467142,Female,1,22,Senior,4,No,0,non-athlete,0,3, 3.3 ,18, 5.75 ,,,,,,,,,
21468959,Female,1,21,Senior,4,No,0,non-athlete,0,4, 3.6 ,28, 1.75 ,,,,,,,,,
21422580,Male,2,20,Sophomore,2,No,0,Out of season,1,3, 3.0 ,22, 5.00 , 3.60 , 3.00 , 2.43 ,,,,,,
21430837,Female,1,20,Sophomore,2,No,0,In season,1,4, 3.4 ,25, 6.50 , 4.30 , 2.30 ,,,,,,,
21441438,Male,2,20,Sophomore,2,No,0,non-athlete,0,3, 3.7 ,30, 4.25 ,,,,,,,,,
21441957,Male,2,20,Sophomore,2,No,0,In season,1,2, 2.7 ,20, 5.25 ,,,,,,,,,
21469250,Male,2,20,Junior,3,No,0,non-athlete,0,3, 3.0 ,26, 4.75 , 3.60 , 1.10 ,,,,,,,
21423682,Male,2,19,First-year,1,No,0,non-athlete,0,3, 4.0 ,25, 7.00 , 3.30 , 1.60 , 5.00 ,,,,,,
21441995,Female,1,19,Sophomore,2,No,0,non-athlete,0,3, 2.7 ,21, 5.50 , 3.20 , 2.00 , 3.86 ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
